id,Address,Response_Address,Response_X,Response_Y
69,»O¤¤¥«¦è¤Ù°Ïªe«n¸ô4¬q26¸¹,,,
70,»O«n¥«Ãö¼q°Ï«n¶¯¸ô1¬q1001¸¹,,,
71,·s¥_¥«¾ðªL°Ï¾Ç¶Ô¸ô209¡B211¸¹,,,
72,»O¥_¥«¤º´ò°Ï¦¨¥\¸ô4¬q30«Ñ40¸¹¦a¤U,,,
73,»O¤¤¥«¦è¤Ù°Ï¼é¬v¨½¾¤©ú¸ô2¬q866¸¹,,,
75,»O¤¤¥«¦è¤Ù°Ïªe«n¸ô2¬q466¸¹,,,
76,»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô128¸¹,,,
77,®ç¶é¥«¥­Âí°ÏÀô«n¸ô3¬q67¡B69¡B71¡B73¸¹,,,
78,·s¦Ë¥«ªF°Ï¥ú´_¸ô1¬q250¸¹,,,
79,®ç¶é¥«Äª¦Ë°ÏºÖ©÷¨½3¾F«nºÖµó102¸¹,,,
80,»O¤¤¥«¥_°ÏªF¥ú¸ô346¡B348¸¹,,,
81,¹Å¸q¥«¦è°Ï³Õ·R¸ô1¬q261¸¹,,,
82,·s¥_¥«ªO¾ô°Ï¤¤¤s¸ô1¬q252¸¹¡B254¸¹¡B256¸¹¡B258¸¹¡B260¸¹,,,
83,°ª¶¯¥«ºX¤s°Ï¤¤µØ¸ô31¡B33¸¹,,,
84,»O«n¥««n°Ï¿³«nµó200¸¹,,,
85,°ª¶¯¥«¤T¥Á°Ï¤E¦p¤@¸ô278¸¹,,,
86,·s¥_¥«¥Ã©M°Ï¤¤©M¸ô489¸¹¦a¤U1¼Ó,,,
87,·s¦Ë¥«­»¤s°Ï­»¥_¸ô58¸¹,,,
88,»OªF¿¤Ãö¤sÂí©M¥­¸ô1-20¸¹¡B1-21¸¹¡B1-22¸¹,,,
89,·s¥_¥«®õ¤s°Ï¥þ¿³¸ô101¸¹,,,
90,«ÌªF¿¤¼é¦{Âí¥ú´_¸ô179¸¹,,,
91,»O«n¥««n°Ï©ú¿³¸ô53¡B55¡B57¸¹,,,
92,ªá½¬¿¤¹ØÂ×¶m¹Ø¤s¸ô33¡B35¸¹,,,
93,·s¥_¥«ªL¤f°Ï¤å¤Æ¤G¸ô1¬q106¡B108¸¹,,,
94,°ò¶©¥«¤C°ô°Ï¦Ê¤Tµó107¸¹1¼Ó,,,
95,¹ü¤Æ¿¤°ñÀY¶m¦X¿³§ø¤æ­b¦è¸ô179¸¹,,,
96,ªá½¬¿¤ªá½¬¥«¤¤¬ü¸ô113-6¡B113-7¡B113-8¸¹,,,
97,»O¥_¥«¤å¤s°ÏºÖ¿³¸ô62¸¹,,,
98,·s¦Ë¿¤¦Ë¥_¥«¹i¤f¤»µó57¸¹,,,
99,·s¥_¥«¤g«°°Ï¥ß¤¯µó42¸¹¦a¤U1¼h,,,
100,»O¤¤¥«¯«©£°Ï¤¤¥¿¸ô21¸¹,,,
101,·s¥_¥«¤T­«°Ï±¶¹B¸ô39¡B41¸¹,,,
102,»O¤¤¥«¤¤°Ï¤T¥Á¸ô2¬q140¸¹,,,
103,­]®ß¿¤»ÉÆr¶m¤j¦P¸ô51¡B53¸¹,,,
104,·s¥_¥«·s²ø°Ï¤¤­ìªF¸ô192¡B196¸¹1~2¼Ó,,,
106,·s¥_¥«·s²ø°Ï¤¤´ä¸ô526¡B528¸¹,,,
107,»O¤¤¥«¥_¤Ù°Ï¤Ó­ì¸ô3¬q191¤§1¸¹,,,
108,»O¥_¥«¤¤¥¿°ÏªO·Ë¨½©M¥­¦è¸ô1¬q52¡B54¸¹,,,
109,­]®ß¿¤¨ôÄõÂí¬L¥Ã¸ô1¸¹,,,
110,·s¥_¥«·s©±°Ï¤¤¥¿¸ô189«Ñ2-1¸¹,,,
111,»O¥_¥«¤º´ò°Ï¦w´ò¨½ªF´ò¸ô33«Ñ19¸¹¦a¤U¤@¼h,,,
113,»O¥_¥«¤å¤s°Ï¿³·~¨½¿³¶©¸ô2¬q252¸¹,,,
115,»O¥_¥«¤j¦w°Ï¼Ö§Q¸ô89¡B91¸¹,,,
116,·s¥_¥«·s²ø°ÏÂ×¦~µó21¸¹,,,
117,·s¥_¥«¾ðªL°Ï¾ð¼wµó35¸¹,,,
118,»O¤¤¥«¥_°Ï°·¦æ¸ô447¸¹,,,
119,·s¥_¥«¤¤©M°Ï¤¤¥¿¸ô80¸¹,,,
120,·s¥_¥«·s©±°Ï¤¤¥¿¸ô12¡B12-1¡B12-2¸¹¤Î12¸¹¦a¤U¼h,,,
121,»O¥_¥«¤j¦w°Ï¦w©M¸ô2¬q88¸¹,,,
122,»O¥_¥«¥_§ë°Ï¥ÃªY¨½¦æ¸q¸ô10«Ñ2¸¹,,,
123,»O¤¤¥«Â×­ì°Ï¤TÂ×¸ô¤G¬q8¸¹,,,
124,»O¥_¥«¤¤¤s°Ï·s³ß¨½¦NªL¸ô413¸¹1¡B2¼Ó,,,
125,·s¥_¥«¥Ã©M°Ï¦ËªL¸ô168¸¹¦a¤U1¼h¡B¦a¤U1¼h¤§1¡B¦a¤U1¼h¤§2,,,
127,¶³ªL¿¤ªê§ÀÂíªL´Ë¸ô2¬q23¸¹,,,
128,»O¥_¥««H¸q°Ï²ø·q¸ô325«Ñ58¸¹,,,
130,»O¥_¥«ªQ¤s°Ï´I®õ¨½¤T¥Á¸ô108¸¹¦a¤U,,,
131,»O¥_¥«¤hªL°Ï¤Ñ¥É¨½¤Ñ¥À¦è¸ô3¸¹¦a¤U,,,
132,·s¥_¥«Äª¬w°Ï¥Á±Ú¸ô31¸¹,,,
133,»O¤¤¥««n¤Ù°Ï¾¤©ú¸ô2¬q68¡B70¸¹,,,
135,·s¥_¥«·s²ø°Ï«Ø¤¤µó62¸¹1¼Ó,,,
136,»O¤¤¥««n°Ï°ê¥ú¸ô198¸¹,,,
137,»O¥_¥«¤j¦w°Ï®õ¶¶µó45¸¹,,,
138,»O¥_¥«¤¤¤s°Ï´¸¥ú¨½ªL´Ë¥_¸ô575-1¡B575-3¡B575-4¡B575-6¡B575-7¡B575-8¡B575-9¸¹,,,
139,»O¤¤¥«¥_¤Ù°Ï¤¤²M¸ô2¬q392¡B398¡B406¸¹,,,
140,·s¥_¥«ªO¾ô°Ï«n¶®«n¸ô2¬q122-23¸¹1¼Ó,,,
141,»O¥_¥«¤¤¤s°Ïªø¬K¸ô258«Ñ6¸¹,,,
142,»O¤¤¥«Às¤«°Ï·s¿³¸ô87¸¹,,,
143,·s¥_¥«ªO¾ô°Ï¤å¤Æ¸ô1¬q360¸¹¦a¤U1¼h¤§31¡B32,,,
144,«ÌªF¿¤ªøªv¶m·s¼æ§ø¼æÀY¸ô86¸¹,,,
145,»O¤¤¥«¦è¤Ù°Ï¤jÄP¸ô107¸¹,,,
146,»O¥_¥««H¸q°ÏªQ¶©¸ô125¸¹,,,
147,»O¥_¥«¤º´ò°Ï¥ÁÅvªF¸ô6¬q296«Ñ20¸¹,,,
148,©yÄõ¿¤©yÄõ¥«·sªF¨½®ÕªÙ¸ô116¸¹,,,
149,·s¥_¥«¤¤©M°Ï¦w¥­¸ô109¸¹,,,
150,»O¤¤¥«¦è¤Ù°Ï¦è¤Ù¸ô3¬q157¤§1¸¹,,,
151,ªá½¬¿¤ªá½¬¥««Ø°ê¸ô2¬q262¡B266¸¹,,,
152,¶³ªL¿¤¤æ¤»¥«¤å¤Æ¸ô65¸¹,,,
153,»O¤¤¥«¦è°Ï¤­Åv¤­µó68¸¹,,,
154,°ª¶¯¥«­d¶®°Ï¥¿¸q¸ô248¸¹,,,
155,°ª¶¯¥«»ñ¤s°ÏªZÀç¸ô236¸¹,,,
157,»O¥_¥«¥_§ë°Ï¦N§Qµó125¸¹1¼Ó,,,
158,°ª¶¯¥«¤T¥Á°Ï¤j©÷¤G¸ô146¸¹,,,
160,®ç¶é¥«¤j¶é°Ï©M¥­ªF¸ô65¸¹,,,
161,°ª¶¯¥«¤j¾ð°Ï·sÂí¸ô850¡B858¡B866¸¹,,,
162,»O¤¤¥«¤j¥Ò°Ï¥Á¥Í¸ô13¸¹1¼Ó,,,
164,¹Å¸q¿¤¤¤®H¶m©M¬ü§ø¥q¤½?73-1¡B73-2¡B73-3¡B73-4¸¹,,,
165,·s¥_¥«²H¤ô°Ï¤jÉÜ¨½¨F±[¸ô50¸¹,,,
166,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¤­¸ô180¡B182¡B186¸¹,,,
167,®ç¶é¥«Àt¤s°Ï¤å¤Æ¨½´_¿³¤@¸ô8¸¹B1,,,
168,»O¥_¥«¤¤¥¿°Ï¥Ã©÷¨½«n®ü¸ô102¸¹¦a¤U«Ç,,,
169,»O«n¥«¦w«n°Ï¨|¦wµó116¡B120¸¹,,,
170,»O¥_¥«¤º´ò°Ï¤å¼w¸ô212¸¹¦a¤U1¼h,,,
171,°ª¶¯¥«»ñ¤s°Ï¸gªZ¸ô375¡B377¸¹,,,
172,»O¥_¥«ªQ¤s°Ï¥ÁÅvªF¸ô3¬q140«Ñ15¸¹,,,
173,»O¥_¥«¤j¦w°Ï¤¯·R¸ô3¬q24«Ñ12¸¹,,,
174,»O¥_¥«¤hªL°ÏÄõ¶®¨½¼w¦æªF¸ô109«Ñ104¸¹,,,
175,¹ü¤Æ¿¤­ûªL¥«¤¤¥¡¨½­û¶°¸ô2¬q269¡B271¸¹,,,
176,¹ü¤Æ¿¤¥Ã¹t¶m´ä¦è§ø¥ÃªÀ¸ô291¸¹,,,
177,»O¥_¥«¤¤¥¿°ÏªO·Ë¨½«n©÷¸ô2¬q112¸¹¦a¤U1¼Ó,,,
178,­]®ß¿¤¦Ë«nÂí¤j®H¨½¤½¸q¸ô1146¸¹,,,
179,»O¥_¥«¤å¤s°Ï´º¼y¨½Ã¹´µºÖ¸ô6¬q218¸¹¦a¤U1¼h,,,
180,«n§ë¿¤³½¦À¶m³½¦À§ø³½¦Àµó539¸¹,,,
183,»O¤¤¥««n¤Ù°ÏÂ×¼Ö¨½¤å¤ß«n¤T¸ô690¡B692¸¹,,,
184,®ç¶é¥«¥­Âí°Ï¶T©ö¨½¶T¤­¸ô12¡B18¸¹,,,
185,¼ê´ò¿¤°¨¤½¥«±Ò©ú¨½¥ÁÅv¸ô51¸¹,,,
186,¶³ªL¿¤¦èÁ³Âí¤¤¿³¨½¤¤¤s¸ô500¸¹,,,
187,°ò¶©¥««H¸q°Ï§µ²`¨½§µªF¸ô92¸¹¡B96¸¹¡B92¸¹¦a¤U¤@¼h¤§1¡B92¸¹¦a¤U¤@¼h¤§2,,,
188,°ª¶¯¥«¥ªÀç°Ï·s¤W¨½¦Û¥Ñ¤G¸ô325-1¸¹,,,
189,·s¥_¥«¤¤©M°Ï¨q®p¨½´º¼wµó7¸¹¡B9¸¹¤@¼Ó,,,
190,»O«n¥«¦w¥­°Ï°ê¥­¨½µØ¥­¸ô271¡B273¡B275¡B277¸¹,,,
191,°ª¶¯¥«©£¤s°Ïµ{­»¨½©£¿P¸ô338¸¹,,,
192,°ª¶¯¥«»ñ¤s°Ï«O¦w¨½«O«n¤G¸ô207¡B209¸¹,,,
193,®ç¶é¥«¤K¼w°Ï¤jµØ¨½¤¶¹Ø¸ô2¬q333¡B335¡B339¸¹,,,
194,¼ê´ò¿¤°¨¤½¥«ªF¤å¨½·s©±¸ô398¸¹,,,
195,®ç¶é¥«¥­Âí°Ï´é¦w¨½²»¦wµó1¸¹,,,
196,»O¥_¥«¤hªL°Ï¤Ñ¤s¨½¤¤¤s¥_¸ô7¬q154«Ñ6¸¹1¡B2¼Ó,,,
198,»O¥_¥«¤º´ò°ÏÄ_´ò¨½¥ÁÅvªF¸ô6¬q208¸¹2¼Ó,,,
199,®ç¶é¥«¤K¼w°Ï°ª©ú¨½¥ÃÂ×¸ô560¡B562¡B564¸¹,,,
200,«ÌªF¿¤¤º®H¶mÀs¼æ§ø24¾F¬L³Ó¸ô410¸¹¡B412¸¹,,,
201,®ç¶é¥«®ç¶é°Ï©¾¸q¨½¤j·~¸ô1¬q136¸¹,,,
202,°ò¶©¥«¦w¼Ö°Ï³Áª÷¸ô201¸¹¦a¤U1¼h¤§2¡B¤§3¡B¤§5,,,
203,»O¤¤¥««n¤Ù°Ï¤j¿³¨½¥Ã¬KªF¸ô148¡B150¡B152¡B156¡B158¸¹,,,
204,»O¤¤¥«Â×­ì°Ï¤¤¶§¨½¦V¶§¸ô126¡B130¸¹¤Î130¸¹¦a¤U¼Ó¤§1¡B¤§2,,,
205,·s¦Ë¥«¥_°Ï«È¶®¨½©µ¥­¸ô1¬q214«Ñ10¡B12¸¹,,,
206,»O«n¥«¥Ã±d°Ï¦w±d¨½¤¤µØ¸ô735¡B737¡B739¸¹,,,
207,»O¥_¥«¤hªL°Ï©¾¸Û¨½©¾¸Û¸ô¤@¬q56¸¹1¼Ó,,,
208,¹ü¤Æ¿¤¥Ã¹t¶m·äæ£§ø·s¿³¸ô53¸¹,,,
209,°ª¶¯¥«¹ª¤s°Ï©¾¥¿¨½·sÃ¦¸ô91¸¹,,,
210,»O¤¤¥«¤j¨½°Ï¥Ã¶©¨½²n¤å¸ô879¸¹,,,
211,®ç¶é¥«¤K¼w°Ï¿³¤¯¨½¿³Â×¸ô392¡B396¡B398¸¹,,,
212,·s¥_¥«¤¤©M°Ï¤u±M¸ô28¡B30¸¹1¼Ó,,,
213,»O¥_¥«ªQ¤s°Ï¦Û±j¨½°·±d¸ô243¸¹¦a¤U¤@¼h,,,
214,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¨½¬ü³N«n¤T¸ô231¡B233¸¹,,,
215,°ª¶¯¥«¥ªÀç°Ï·s¥ú¨½¤å±d¸ô85¸¹,,,
216,»O¥_¥«¤¤¤s°Ïª÷®õ¨½·q·~¥|¸ô33¸¹8¼Ó,,,
217,·s¥_¥«·s©±°Ï¤¤¥¡¨½¤¤¥¡¤­µó60¸¹,,,
218,·s¥_¥«¤g«°°Ï³»ºÖ¨½¤¤¦{¸ô28«Ñ30¸¹1¼Ó¤Î2¼Ó,,,
219,·s¦Ë¿¤´ò¤f¶m¤¤¥¿§ø¤¤¤s¸ô¤@¬q726¡B728¸¹¡B·Ë«n¤Gµó53¸¹,,,
220,·s¦Ë¿¤Ë|ªL¶mË|ªL§ø¤å¼w¸ô38¡B40¸¹,,,
221,·s¥_¥«¤¤©M°Ï³s«°¨½¦w¨¹µó18¸¹,,,
222,·s¦Ë¥«ªF°ÏÃö·s¨½Ãö·s¦èµó163¡B165¸¹,,,
223,·s¦Ë¿¤¦Ë¥_¥«³À³õ¨½²ø·q«n¸ô125¡B127¡B129¡B131¸¹,,,
224,·s¥_¥«ªL¤f°Ï¤¯·R¸ô2¬q196¤§1¡B196¤§2¡B198¡B198¤§1¡B198¤§2¡B198¤§3,,,
226,·s¥_¥«®õ¤s°Ï©ú§Ó¸ô¢²¬q¢·¢¶¸¹¢°¼Ó,,,
228,»O«n¥««n°Ï¥Ã¦¨¸ô3¬q523¸¹,,,
229,»O«n¥«µ½¤Æ°Ï¤¤¥¿¸ô419¸¹1¼Ó,,,
230,»O¥_¥«¸UµØ°Ï¦è¶é¸ô¢±¬q¢±¢°¢¶¸¹¢°¼Ó,,,
231,©yÄõ¿¤Ã¹ªFÂí¤½¥¿¨½­Ü«e¸ô49¸¹1¼Ó,,,
232,»O¤¤¥«¤Ó¥­°ÏªF¥­¨½ªF¥­¸ô499¸¹1¼Ó,,,
233,«ÌªF¿¤ªF´äÂíªF¿³¨½10¾Fªø¬K¤@¸ô80¸¹1¼Ó,,,
235,·s¥_¥«ªO¾ô°Ï¤jÆ[¸ô3¬q236¸¹¦a¤U¤@¼h,,,
236,·s¥_¥«¤T­«°Ï¥ú©ú¨½­«¦wµó70¸¹2¼Ó,,,
237,©yÄõ¿¤©yÄõ¥«´_¿³¸ô2¬q36¸¹1¼Ó,,,
238,»O¥_¥«ªQ¤s°Ï¦N¤¯¨½¤K¼w¸ô¢²¬q¢°¢¯¢µ«Ñ¢°¸¹¢°¼Ó,,,
239,»O¥_¥«ªQ¤s°Ï°·±d¸ô399¸¹1¼Ó,,,
241,·s¥_¥«¤¤©M°Ï«n¤s¨½«nµØ¸ô27¸¹¦a¤U1¼h,,,
243,°ò¶©¥««H¸q°Ï¸q¤»¸ô5¤§1¸¹©³¼h,,,
244,»O¥_¥«¤¤¥¿°Ï©¾§µªF¸ô¤@¬q86¸¹1¼Ó,,,
246,»O¤¤¥«¼æ¤l°Ï¼æ¤lµó¢°¬q¢²¢°«Ñ¢µ¢³¸¹¢°¼Ó,,,
247,°ò¶©¥«¤¤¥¿°Ï¤¤¥¿¸ô389¸¹¡B389-1~389-7¸¹,,,
248,»O«n¥««n°Ïª÷µØ¸ô2¬q85¸¹1¼Ó,,,
250,ªá½¬¿¤¦N¦w¶m«Ø°ê¸ô¢°¬q¢°¢°¢¸¤§¢²¸¹¢°¼Ó,,,
252,«n§ë¿¤®H¨½Âí¦Û±j¸ô¢·¢¯¸¹¢°¼Ó,,,
253,©yÄõ¿¤¥V¤s¶m¥V¤s¸ô1¬q837¸¹1¼Ó,,,
254,·s¥_¥«¤g«°°Ï¸Î¥Á¸ô¢°¢°¢µ¸¹¦a¤U¤@¼Ó,,,
255,·s¥_¥«¤g«°°Ïª÷«°¸ô3¬q12¸¹¦a¤U1¼h¤§1,,,
256,°ò¶©¥«¦w¼Ö°Ï°òª÷¤@¸ô¢°¢²¢´«Ñ¢±¢°§Ë¢±¡Ð¢±¸¹¢°¼Ó,,,
258,»O¥_¥«¸UµØ°Ï¼s¦{µó263¸¹1¼Ó,,,
259,°ò¶©¥«¤¯·R°Ï¦¨¥\¤@¸ô133«Ñ1¸¹¦a¤U1¼h,,,
260,®ç¶é¥«¥­Âí°Ï´é¥ú¨½«nÂ×¸ô55¸¹1¼Ó,,,
261,»O¤¤¥«ªF°Ï¤Q¥Ò¸ô¢³¢´¢±¸¹¢°¼Ó,,,
263,»O¥_¥««H¸q°Ï§d¿³µó156«Ñ6¸¹1¡B2¼Ó,,,
265,°ª¶¯¥«·£±ê°Ï¼w¥Á¸ô838¸¹1¼Ó,,,
266,·s¥_¥«¤T­«°Ï¤¤¥¿¥_¸ô592¡B594¸¹1¼Ó,,,
267,«n§ë¿¤¯ó¤ÙÂí¤s¸}¨½ªê¤s¸ô500-1¡B2¡B3¡B4¸¹1¼Ó,,,
268,»O«n¥«¥Õªe°Ï¥Õªe¨½´I¥Á¸ô142¸¹1¼Ó,,,
271,¹Å¸q¥«©¾§µ¸ô¢³¢²¢µ¸¹¢°¼Ó,,,
272,·s¥_¥«¤T­«°Ï¤T©M¸ô¥|¬q380¸¹¦a¤U1¼Ó¡B¦a¤U1¼Ó¤§1,,,
274,»O«n¥«ªF°Ï±R©ú¸ô385¸¹1¼Ó,,,
276,»O«n¥«¥Ã±d°Ï´_°ê¨½´_°ê¤@¸ô5¸¹,,,
277,°ª¶¯¥«»ñ¤s°Ï«O®õ¸ô376¸¹,,,
278,·s¥_¥«¤­ªÑ°Ï¼w­µ§ø¦¨®õ¸ô1¬q235¤§13¸¹1¼Ó,,,
279,©yÄõ¿¤Ã¹ªFÂí¤¤¥¿«n¸ô88¡B90¸¹1¼Ó,,,
280,»O¤¤¥«¤j¶®°Ï¤j¶®§ø¶®Àô¸ô¤G¬q87¸¹1¼Ó,,,
282,»O¥_¥«¤hªL°ÏªÀ¥¿¸ô59¸¹61¤Î61¤§1¸¹1¼Ó,,,
283,»O¤¤¥«¥_°Ï±R¼w¸ô1¬q230¸¹1¼Ó,,,
284,·s¥_¥«¦Á¤î°ÏÀs¦w¸ô28«Ñ6¸¹¦a¤U1¼h,,,
285,·s¥_¥«ªO¾ô°Ï¥úªZµó61¸¹¦a¤U1¼Ó,,,
288,·s¥_¥«·s²ø°Ï¥Á¦w¸ô188«Ñ5¸¹¦a¤U1¼Ó¤§2,,,
290,·s¥_¥«¤T­«°Ï­«·s¸ô2¬q78¸¹¦a¤U1¼h¤§21,,,
291,­]®ß¿¤­]®ß¥«¤¤µØ¸ô132¸¹,,,
292,¼ê´ò¿¤°¨¤½¥«¥úºa¨½¤å¥ú¸ô85¸¹1¼Ó,,,
293,»O¤¤¥«¥~®H°Ï¤j¦P§ø¤»¤À¸ô297¸¹1¼Ó,,,
295,®ç¶é¥«¤¤Ãc°Ï¤¤¬ü¸ô2¬q77¸¹1¼Ó,,,
296,»O¥_¥«¤¤¤s°Ï¦NªL¸ô26«Ñ34¸¹1¼Ó,,,
297,»O¥_¥«¤å¤s°Ï¿³¶©¸ô4¬q143¸¹¦a¤U,,,
298,»O«n¥«¥_°Ï©M½n¸ô2¬q172¸¹1¼Ó,,,
299,·s¥_¥«¦Á¤î°Ï«Ø¦¨¸ô58¸¹¦a¤U¤@¼h,,,
301,¹ü¤Æ¿¤¥_¤æÂí¥ú´_¨½´_¿³¸ô353¸¹1¼Ó,,,
302,»O¤¤¥««n°ÏºÖ¥­¨½´_¿³¸ô2¬q160¸¹1¼Ó,,,
303,°ª¶¯¥«¥ªÀç°Ï´I°ê¸ô87¸¹1¼Ó,,,
305,«ÌªF¿¤«í¬KÂí«°¥_¨½¦èªù¸ô110¸¹1¼Ó,,,
307,»O«n¥«ªF°Ï¦Û±j¨½¤¤µØªF¸ô2¬q237¸¹1¼Ó,,,
308,»O¥_¥«¤j¦w°Ï©¾§µªF¸ô4¬q126¤§1¸¹©Ð«Î¦a¤U1¼h,,,
309,°ò¶©¥«¤C°ô°Ï¦Ê¤»µó116¸¹¦a¤U1¼Ó,,,
310,»O¤¤¥«¼æ¤l°ÏÀY®a§ø¤¤¤s¸ô1¬q225«Ñ6¸¹¡B8¸¹1¼Ó,,,
311,°ª¶¯¥«­d¶®°Ï¤é¤¤¨½ªL´Ë¤G¸ô36¸¹1¼Ó,,,
312,»O¥_¥««H¸q°Ï¤j¹D¨½ªL¤fµó176¸¹1¼Ó¤Î¦a¤U1¼h,,,
313,°ª¶¯¥«¥ªÀç°ÏµØ®L¸ô1255¸¹,,,
314,©yÄõ¿¤¤T¬P¶m¤¤¤s¸ô2¬q39¸¹1¼Ó,,,
315,¶³ªL¿¤¥_´äÂí¥Á¨É¸ô9¸¹1¼Ó,,,
317,»O¤¤¥«¤Ó¥­°Ï©y©÷¨½©y©÷¸ô568¸¹1¼Ó,,,
